Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
34.0,61,1.0986122886681098,45.0,3,1010.29,3,3,6.5,0,1
21.0,73,1.0986122886681098,18.0,3,1007.03,1,0,7.0,0,1
24.0,75,2.917770732084279,84.0,3,999.76,3,1,5.0,2,2
38.0,59,1.252762968495368,15.0,0,1014.42,11,3,10.0,1,0
21.0,69,2.803360380906535,83.0,3,993.11,2,3,3.0,2,2
-10.0,62,0.6931471805599453,97.0,3,984.71,0,3,2.0,1,3
1.0,79,2.302585092994046,66.0,3,993.74,1,3,1.0,2,3
20.0,50,2.6390573296152584,41.0,1,1000.04,4,2,6.5,0,1
28.0,64,2.8622008809294686,61.0,3,1006.11,3,3,1.5,2,2
21.0,86,2.3513752571634776,54.0,3,995.72,0,0,2.5,0,2
21.0,78,2.302585092994046,67.0,3,1014.97,1,3,2.0,2,2
15.0,76,2.6741486494265287,15.0,1,1008.07,3,3,7.5,2,1
29.0,86,1.8718021769015913,94.0,1,1012.01,4,1,3.5,2,1
29.0,73,1.8718021769015913,42.0,1,1010.3,1,1,5.0,0,1
-5.0,88,1.252762968495368,52.0,3,995.43,1,3,4.5,1,3
4.0,88,2.1972245773362196,53.0,3,985.4,0,3,1.5,2,3
4.0,96,2.9444389791664403,81.0,3,983.95,0,3,3.0,2,3
43.0,54,2.0149030205422647,8.0,1,1012.91,9,3,6.5,0,0
-10.0,93,2.9444389791664403,63.0,1,994.99,0,3,5.0,1,3
19.0,53,2.1972245773362196,16.0,3,1011.29,4,3,8.0,0,1
13.0,75,1.252762968495368,16.0,3,1008.28,2,3,6.0,0,1
16.0,76,2.4849066497880004,67.0,1,993.31,0,1,3.0,2,2
24.0,78,1.0986122886681098,32.0,1,1001.51,4,0,7.5,2,1
18.0,79,2.302585092994046,30.0,1,1003.92,1,2,8.5,2,1
20.0,67,1.791759469228055,66.0,3,991.65,0,0,5.0,0,2
44.0,22,0.9162907318741551,0.0,1,1028.32,8,1,8.5,0,0
12.0,61,1.9459101490553132,69.0,3,1014.34,0,2,2.5,0,2
22.0,80,2.6741486494265287,107.0,3,998.54,5,3,2.0,1,2
2.0,91,2.5649493574615367,89.0,1,984.48,0,3,1.0,1,3
10.0,78,2.1972245773362196,42.0,1,1007.47,1,1,5.5,0,1
0.0,80,2.70805020110221,90.0,1,980.09,4,3,0.5,1,3
20.0,62,2.6390573296152584,86.0,3,996.13,0,2,4.0,0,2
17.0,79,2.1972245773362196,65.0,3,1002.34,1,3,4.5,1,2
34.0,63,2.6390573296152584,57.0,3,1018.02,1,3,1.5,0,2
11.0,82,2.0149030205422647,55.0,3,1010.42,0,0,3.0,1,2
39.0,38,2.2512917986064953,13.0,1,1010.68,5,2,6.0,2,0
10.0,77,1.5040773967762742,18.0,1,1015.94,3,0,8.0,1,1
-9.0,61,1.5040773967762742,51.0,3,985.96,0,3,2.5,2,3
27.0,91,2.995732273553991,77.0,3,999.46,1,0,2.0,1,2
37.0,49,2.302585092994046,3.0,0,1026.49,6,2,7.0,1,0
50.0,107,2.9444389791664403,86.0,1,1013.01,9,3,4.0,2,0
56.0,88,2.740840023925201,101.0,1,1006.04,2,1,10.5,1,1
19.0,76,1.791759469228055,13.0,1,1004.78,3,2,8.5,0,1
13.0,86,3.044522437723423,70.0,3,990.98,4,1,2.0,1,2
13.0,61,1.791759469228055,10.0,3,1012.69,3,1,5.5,2,1
34.0,64,2.970414465569701,67.0,1,995.93,3,3,3.5,1,2
18.0,77,2.6741486494265287,31.0,1,1008.48,2,1,6.5,0,1
23.0,65,2.4423470353692043,51.0,3,997.02,0,2,1.5,0,2
20.0,65,2.4849066497880004,20.0,1,1016.95,4,3,8.0,1,1
34.0,72,1.8718021769015913,78.0,3,990.74,1,2,3.5,1,2
12.0,66,2.740840023925201,17.0,1,1015.34,1,1,5.0,2,1
23.0,89,3.295836866004329,103.0,3,998.67,5,3,2.5,2,2
26.0,81,2.833213344056216,91.0,1,1016.25,1,3,1.5,1,2
-2.0,78,1.252762968495368,79.0,3,989.41,1,3,4.5,1,3
15.0,64,2.833213344056216,58.0,3,1019.48,3,3,2.5,0,2
11.0,74,3.044522437723423,84.0,3,1002.36,2,2,3.5,0,2
16.0,68,2.70805020110221,49.0,1,1009.91,2,2,6.5,1,1
27.0,95,2.70805020110221,77.0,1,1019.13,7,0,9.0,1,1
19.0,77,2.1400661634962708,72.0,1,1002.91,10,0,4.0,0,1
16.0,66,2.302585092994046,71.0,3,1006.19,1,1,4.5,1,2
28.0,73,2.3978952727983707,76.0,1,1007.91,3,1,3.5,1,2
5.0,74,3.332204510175204,71.0,3,984.53,0,3,3.0,1,3
29.0,77,2.8903717578961645,69.0,1,1019.66,1,1,2.0,0,2
34.0,63,2.1972245773362196,11.0,3,1002.09,2,1,8.5,1,1
33.0,75,2.917770732084279,94.0,3,1015.21,3,2,5.0,2,2
28.0,60,2.1972245773362196,26.0,1,1017.02,4,2,8.0,2,1
14.0,56,2.2512917986064953,27.0,3,1006.47,2,2,6.5,2,1
17.0,75,1.7047480922384253,11.0,1,1003.12,2,1,5.5,1,1
34.0,75,2.970414465569701,64.0,3,992.15,3,2,1.0,2,2
34.0,68,2.2512917986064953,7.0,1,1020.82,7,3,8.0,2,0
-4.0,90,3.4339872044851463,100.0,3,984.37,3,3,4.5,1,3
-5.0,63,2.3513752571634776,70.0,3,993.03,1,3,1.5,2,3
27.0,77,1.6094379124341003,72.0,1,1017.48,4,0,1.0,1,1
5.0,84,1.8718021769015913,99.0,3,993.11,0,3,1.0,1,3
-7.0,93,2.803360380906535,54.0,3,992.53,0,3,2.0,2,3
28.0,57,2.6390573296152584,45.0,1,1006.4,3,1,8.5,0,1
12.0,82,2.9444389791664403,63.0,3,990.87,3,2,2.5,1,2
20.0,74,3.7013019741124933,84.0,1,1018.9,7,1,1.0,1,2
32.0,77,2.1400661634962708,53.0,3,1016.29,0,3,1.5,1,2
34.0,60,1.6094379124341003,9.0,0,1017.31,11,3,6.0,2,0
19.0,59,2.3513752571634776,84.0,3,1031.19,4,0,9.5,1,2
1.0,86,2.9444389791664403,68.0,3,992.11,0,3,2.5,2,3
35.0,62,2.3978952727983707,19.0,0,1022.63,11,2,7.0,0,0
25.0,94,2.8622008809294686,78.0,1,990.84,0,0,1.5,0,2
22.0,72,1.5040773967762742,22.0,3,1012.38,4,2,5.5,0,1
30.0,25,1.7047480922384253,8.0,1,1023.71,8,1,8.0,2,0
13.0,94,2.302585092994046,67.0,3,994.66,0,3,1.5,2,2
-7.0,94,2.4423470353692043,55.0,1,994.09,0,3,2.0,1,3
49.0,58,2.4423470353692043,39.0,2,979.57,1,0,10.5,0,3
15.0,50,2.772588722239781,22.0,3,1012.79,2,3,7.0,0,1
31.0,36,1.252762968495368,11.0,0,1021.73,7,3,6.0,0,0
13.0,69,2.6026896854443837,68.0,3,1014.34,1,1,4.5,1,2
31.0,70,2.70805020110221,13.0,1,1011.12,4,1,6.5,2,1
25.0,26,1.7047480922384253,5.0,0,1012.59,8,3,5.0,0,0
30.0,59,1.3862943611198906,35.0,3,1007.39,3,3,7.0,2,1
17.0,65,1.252762968495368,23.0,1,1016.65,4,0,7.5,0,1
18.0,58,2.0149030205422647,43.0,3,1011.98,1,3,7.5,1,1
33.0,53,2.1400661634962708,36.0,3,1001.37,2,0,5.5,1,1
25.0,71,1.8718021769015913,42.0,1,1016.7,2,1,8.5,1,1
23.0,57,2.302585092994046,4.0,0,1027.74,9,1,8.0,0,0
22.0,65,2.6026896854443837,91.0,1,1017.63,0,2,2.5,0,2
24.0,95,2.302585092994046,105.0,1,1009.96,4,0,4.0,0,1
23.0,77,3.332204510175204,91.0,3,1016.67,4,1,3.5,0,2
15.0,78,1.9459101490553132,27.0,3,1005.16,1,1,6.5,2,1
39.0,36,2.302585092994046,4.0,1,1025.59,11,1,6.0,1,0
18.0,64,2.0149030205422647,75.0,3,1008.26,2,3,2.5,2,2
32.0,65,2.6026896854443837,33.0,1,1005.18,4,0,7.5,1,1
47.0,86,3.091042453358316,74.0,1,1007.79,5,3,6.5,1,1
39.0,28,2.302585092994046,7.0,0,1014.81,8,3,5.0,1,0
22.0,74,2.740840023925201,64.0,3,994.38,0,1,4.0,2,2
-7.0,91,2.3978952727983707,77.0,3,999.14,1,3,4.5,2,3
-2.0,97,1.9459101490553132,60.0,3,991.12,0,3,3.0,2,3
28.0,34,2.3513752571634776,17.0,1,1027.62,8,1,9.5,2,0
20.0,99,2.0794415416798357,74.0,3,1008.48,3,3,4.5,2,2
-9.0,89,2.8903717578961645,87.0,3,980.71,0,3,1.5,1,3
-1.0,104,3.332204510175204,75.0,1,989.78,1,3,1.5,2,3
30.0,49,0.9162907318741551,3.0,0,1028.18,5,1,8.0,2,0
23.0,58,2.0794415416798357,7.0,0,1026.41,9,1,7.5,0,0
28.0,88,2.302585092994046,66.0,3,1000.65,2,1,4.5,0,2
1.0,82,2.772588722239781,99.0,3,985.11,0,3,3.0,2,3
25.0,70,1.9459101490553132,16.0,1,1018.75,2,2,7.5,0,1
17.0,70,2.740840023925201,39.0,1,1001.49,1,2,8.5,0,1
40.0,76,3.417726683613366,82.0,3,992.36,9,3,3.5,0,2
18.0,99,1.9459101490553132,69.0,3,998.88,1,2,3.0,2,2
10.0,64,2.5649493574615367,54.0,1,991.24,2,1,2.0,2,2
34.0,61,2.70805020110221,28.0,3,1014.03,1,1,6.0,0,1
40.0,69,1.791759469228055,6.0,1,1018.64,10,3,5.0,2,0
26.0,53,2.5649493574615367,11.0,3,1018.07,4,3,6.0,2,1
21.0,94,3.624340932976365,108.0,3,1012.36,2,1,2.0,0,2
15.0,50,2.3978952727983707,47.0,1,1015.47,1,0,5.5,0,1
-11.0,91,2.302585092994046,74.0,3,988.61,4,3,2.5,2,3
14.0,83,1.9459101490553132,68.0,1,996.79,1,3,2.0,0,2
26.0,69,1.8718021769015913,46.0,1,1008.66,2,1,9.0,2,1
15.0,70,2.6390573296152584,40.0,1,1001.67,3,3,8.0,2,1
19.0,77,2.740840023925201,91.0,1,994.14,0,0,2.0,0,2
1.0,95,2.803360380906535,74.0,3,998.79,1,3,3.0,2,3
-9.0,89,2.970414465569701,51.0,3,995.59,0,3,5.0,1,3
18.0,79,1.791759469228055,36.0,1,1010.23,4,1,6.0,1,1
21.0,68,2.6390573296152584,45.0,1,1009.24,3,2,5.0,0,1
-5.0,93,2.9444389791664403,60.0,3,988.73,0,3,4.5,2,3
20.0,77,3.2386784521643803,73.0,3,1007.62,12,0,4.5,1,1
17.0,72,2.917770732084279,98.0,3,1014.75,1,3,1.0,0,2
17.0,72,1.9459101490553132,48.0,1,1017.4,3,0,5.5,0,1
29.0,93,2.302585092994046,88.0,3,1009.73,3,1,4.5,0,2
19.0,75,2.2512917986064953,36.0,1,1015.06,4,3,7.5,2,1
22.0,97,2.9444389791664403,99.0,1,1018.33,0,2,4.5,0,2
31.0,50,2.2512917986064953,25.0,1,1019.94,2,0,8.5,2,1
12.0,71,2.4849066497880004,34.0,3,1015.51,4,0,5.5,0,1
30.0,70,2.8622008809294686,75.0,3,1002.81,1,1,2.0,0,2
38.0,34,1.9459101490553132,2.0,0,1028.86,6,2,9.0,2,0
62.0,100,3.068052935133617,99.0,0,1014.46,0,1,6.5,2,0
29.0,46,1.791759469228055,12.0,0,1014.49,5,3,6.0,0,0
2.0,73,2.4423470353692043,53.0,3,994.5,0,3,4.0,1,3
-10.0,68,1.8718021769015913,63.0,3,983.2,1,3,3.5,2,3
9.0,98,2.5649493574615367,89.0,3,1001.84,13,0,0.5,0,2
53.0,108,3.044522437723423,96.0,0,1012.64,2,2,1.5,1,0
31.0,67,2.3978952727983707,61.0,3,997.18,3,1,2.5,0,2
34.0,72,1.9459101490553132,58.0,3,1003.98,1,3,3.5,1,2
31.0,88,1.9459101490553132,78.0,1,1019.14,3,1,3.0,2,2
33.0,32,0.6931471805599453,9.0,0,1021.14,9,2,5.0,1,0
29.0,20,1.9459101490553132,13.0,0,1018.79,8,0,10.0,1,0
33.0,35,1.6094379124341003,17.0,0,1017.12,10,1,10.0,1,0
18.0,69,2.5649493574615367,38.0,1,1009.3,3,0,7.5,0,1
-7.0,70,1.6094379124341003,57.0,1,980.77,0,3,3.0,1,3
-8.0,92,0.6931471805599453,62.0,1,992.23,0,3,2.0,1,3
3.0,81,2.1972245773362196,88.0,1,994.38,1,3,4.0,2,3
-6.0,70,2.302585092994046,71.0,3,982.11,1,3,1.5,1,3
22.0,26,2.0794415416798357,19.0,1,1019.24,11,3,9.5,0,0
-2.0,93,1.5040773967762742,64.0,1,995.54,1,3,3.5,1,3
48.0,75,3.2386784521643803,90.0,3,1001.7,8,2,3.0,1,1
41.0,69,1.0986122886681098,0.0,1,1014.21,6,1,6.5,1,0
28.0,84,2.4849066497880004,52.0,3,1008.93,1,0,1.5,2,2
18.0,55,2.4849066497880004,34.0,1,1003.46,1,1,7.0,1,1
24.0,79,2.3513752571634776,79.0,1,1000.98,3,0,4.5,2,2
-9.0,97,2.3978952727983707,61.0,3,993.81,1,3,2.0,1,3
-8.0,86,2.6026896854443837,68.0,3,981.43,1,3,1.5,2,3
22.0,64,1.252762968495368,33.0,3,1009.55,1,2,9.0,2,1
15.0,96,2.4423470353692043,84.0,3,1005.29,1,0,4.5,1,2
27.0,79,2.1972245773362196,72.0,1,1006.81,2,2,4.5,0,2
-4.0,84,2.4849066497880004,59.0,3,993.75,1,3,3.0,2,3
-9.0,70,2.9444389791664403,63.0,3,983.59,0,3,1.5,1,3
23.0,90,2.8903717578961645,94.0,1,1017.47,0,3,1.0,0,2
19.0,73,2.995732273553991,90.0,3,1005.43,0,1,1.5,2,2
-8.0,99,2.833213344056216,70.0,3,993.82,0,3,1.5,2,3
21.0,92,3.2386784521643803,81.0,3,1006.14,7,2,1.0,1,2
-9.0,75,1.791759469228055,98.0,3,988.71,0,3,5.0,1,3
12.0,66,1.8718021769015913,27.0,1,1003.07,2,3,8.0,2,1
45.0,81,2.0149030205422647,84.0,1,1024.04,6,3,11.0,1,0
2.0,70,2.8622008809294686,57.0,3,990.44,0,3,1.5,2,3
51.0,98,2.302585092994046,98.0,0,1021.61,1,2,7.0,2,0
30.0,52,1.6094379124341003,49.0,3,1017.81,2,2,6.0,1,1
34.0,65,2.4423470353692043,45.0,1,1005.25,2,2,7.5,0,1
0.0,88,1.3862943611198906,52.0,3,981.64,1,3,1.0,1,3
29.0,55,2.0794415416798357,18.0,0,1022.87,7,3,5.5,2,0
16.0,87,2.772588722239781,96.0,1,1005.39,3,0,2.0,1,2
28.0,63,1.3862943611198906,5.0,0,1026.02,11,0,8.5,2,0
-8.0,82,2.302585092994046,79.0,3,997.79,1,3,2.0,1,3
29.0,46,1.0986122886681098,19.0,0,1027.65,11,2,5.5,0,0
12.0,68,2.4423470353692043,78.0,3,1014.17,0,3,2.0,0,2
28.0,56,1.6094379124341003,18.0,0,1020.85,7,0,7.0,2,0
20.0,73,2.4849066497880004,43.0,3,1005.72,1,1,8.5,2,1
34.0,63,3.044522437723423,72.0,3,991.86,1,1,3.0,1,2
20.0,62,1.252762968495368,12.0,0,1029.63,8,0,6.0,0,0
36.0,50,2.302585092994046,10.0,0,1021.05,5,3,5.5,1,0
12.0,54,2.0794415416798357,16.0,1,1008.7,2,1,6.0,0,1
30.0,22,1.9459101490553132,10.0,0,1020.21,10,2,5.0,0,0
16.0,68,2.8903717578961645,96.0,3,1006.29,0,0,1.5,0,2
34.0,93,3.5553480614894135,91.0,3,1014.02,13,3,2.0,2,2
2.0,96,2.70805020110221,90.0,1,994.56,1,3,1.5,1,3
44.0,23,1.7047480922384253,5.0,0,1023.15,9,3,7.0,2,0
24.0,60,2.0149030205422647,63.0,3,998.0,0,2,5.0,0,2
27.0,70,2.2512917986064953,42.0,3,1019.32,4,1,6.5,2,1
0.0,91,1.0986122886681098,77.0,3,989.54,1,3,4.5,1,3
10.0,92,2.5257286443082556,87.0,1,1006.0,1,3,3.5,0,2
-4.0,84,2.302585092994046,68.0,1,993.88,0,3,3.0,2,3
20.0,33,1.0986122886681098,19.0,1,1020.46,5,0,5.5,2,0
38.0,53,1.3862943611198906,15.0,0,1015.39,8,1,5.0,0,0
21.0,73,1.9459101490553132,86.0,1,1010.37,3,3,2.0,0,2
28.0,82,3.5115454388310208,103.0,1,1010.22,6,2,7.0,2,1
-7.0,82,2.5257286443082556,95.0,3,998.49,1,3,3.5,1,3
22.0,84,2.8622008809294686,62.0,3,1009.7,1,0,3.0,0,2
4.0,98,2.970414465569701,74.0,1,991.57,1,3,3.0,1,3
31.0,79,1.791759469228055,41.0,1,1008.03,4,3,6.0,0,1
0.0,97,2.833213344056216,99.0,1,995.62,1,3,1.5,1,3
44.0,67,0.9162907318741551,17.0,1,1021.59,6,0,7.5,2,0
31.0,51,2.3513752571634776,44.0,1,1017.77,3,1,5.0,2,1
-10.0,93,2.2512917986064953,58.0,1,987.38,0,3,3.5,1,3
4.0,77,3.0204248861443626,99.0,3,991.95,0,3,4.5,1,3
-7.0,86,3.1354942159291497,88.0,3,985.6,6,3,1.0,1,3
24.0,78,2.970414465569701,54.0,3,1009.18,0,0,1.5,0,2
27.0,67,2.1972245773362196,23.0,1,1006.44,2,2,5.5,2,1
15.0,89,2.803360380906535,92.0,3,1003.07,0,3,4.5,0,2
25.0,32,0.9162907318741551,1.0,1,1029.62,9,2,9.0,1,0
35.0,69,2.1400661634962708,1.0,0,1027.84,5,2,7.0,1,0
-8.0,85,2.5257286443082556,80.0,3,992.47,0,3,2.0,1,3
27.0,99,2.917770732084279,91.0,3,991.27,2,0,3.0,0,2
5.0,97,2.2512917986064953,70.0,3,992.64,10,3,2.5,2,3
0.0,84,1.8718021769015913,62.0,3,991.3,1,3,4.5,2,3
0.0,77,2.6026896854443837,98.0,3,995.08,1,3,4.0,2,3
4.0,98,1.8718021769015913,85.0,1,990.09,0,3,1.0,1,3
33.0,44,1.791759469228055,4.0,1,1010.03,5,3,7.0,0,0
49.0,76,1.0986122886681098,90.0,0,1013.22,11,2,2.5,1,0
6.0,89,3.4965075614664802,103.0,3,995.62,0,3,2.0,1,3
59.0,75,2.6390573296152584,79.0,0,1025.4,3,1,8.5,2,0
-7.0,97,2.5257286443082556,80.0,3,999.75,0,3,2.0,2,3
14.0,67,2.740840023925201,82.0,1,1017.73,0,3,2.5,2,2
34.0,88,2.302585092994046,96.0,3,1010.42,10,1,11.5,2,1
27.0,99,2.3513752571634776,85.0,0,1015.88,10,2,4.0,1,0
20.0,94,2.1972245773362196,54.0,3,995.2,3,1,2.0,2,2
28.0,70,2.6390573296152584,22.0,3,1016.73,3,2,7.0,1,1
14.0,68,2.6390573296152584,63.0,3,992.68,3,2,4.0,1,2
31.0,92,2.8903717578961645,61.0,1,1010.51,1,3,2.5,0,2
3.0,66,2.8622008809294686,84.0,1,997.36,1,3,4.5,1,3
26.0,63,1.8718021769015913,17.0,1,1008.04,4,1,6.5,1,1
-12.0,71,2.8903717578961645,107.0,1,996.07,8,3,2.5,2,3
-8.0,71,2.3978952727983707,91.0,3,998.32,0,3,1.5,2,3
2.0,86,3.1135153092103742,99.0,1,992.52,9,3,5.0,2,3
-8.0,73,2.0794415416798357,87.0,3,992.94,1,3,2.5,2,3
-4.0,77,2.970414465569701,75.0,1,990.3,0,3,4.5,2,3
28.0,93,2.3978952727983707,76.0,0,1021.73,9,1,1.0,0,0
33.0,97,2.302585092994046,62.0,3,1000.41,1,3,1.0,1,2
37.0,28,1.3862943611198906,5.0,0,1016.72,8,0,8.5,0,0
28.0,86,2.740840023925201,65.0,3,996.25,1,0,2.0,0,2
-10.0,74,2.4423470353692043,59.0,3,985.83,0,3,3.5,1,3
-9.0,88,2.6026896854443837,79.0,3,988.76,0,3,1.0,1,3
21.0,60,2.0149030205422647,95.0,3,997.16,0,0,2.5,1,2
37.0,34,1.7047480922384253,7.0,1,1021.0,11,3,6.5,0,0
-9.0,78,2.8622008809294686,54.0,3,998.72,1,3,2.0,1,3
27.0,105,2.5649493574615367,103.0,0,1028.21,3,3,7.0,0,0
29.0,50,2.1972245773362196,27.0,1,1005.8,1,3,8.5,2,1
-6.0,81,3.1135153092103742,90.0,3,984.81,12,3,1.5,2,3
27.0,60,1.9459101490553132,24.0,3,1012.08,3,3,8.5,2,1
1.0,82,2.6390573296152584,99.0,3,988.25,10,3,1.5,2,3
24.0,98,2.6026896854443837,52.0,3,1019.52,0,0,4.5,0,2
32.0,75,2.1972245773362196,77.0,1,1025.66,7,0,5.0,2,0
34.0,99,2.917770732084279,70.0,3,990.78,3,2,2.0,1,2
34.0,51,2.2512917986064953,10.0,0,1010.11,7,3,8.5,2,0
12.0,60,2.4849066497880004,63.0,3,1009.03,1,0,4.5,0,2
44.0,63,1.3862943611198906,2.0,1,1011.89,11,0,8.5,2,0
14.0,76,2.3513752571634776,75.0,3,1009.77,1,1,3.0,0,2
13.0,61,2.0794415416798357,18.0,3,1010.55,2,3,8.0,2,1
28.0,70,2.4849066497880004,92.0,1,1004.04,1,0,2.0,2,2
23.0,95,3.7376696182833684,99.0,1,1003.48,3,1,2.5,1,2
24.0,31,1.9459101490553132,16.0,0,1013.15,5,1,7.5,1,0
47.0,87,3.784189633918261,78.0,1,994.53,9,2,3.0,0,2
26.0,67,2.4423470353692043,35.0,1,1011.74,2,1,5.0,0,1
-3.0,63,2.70805020110221,62.0,3,982.54,1,3,2.5,1,3
31.0,88,3.713572066704308,102.0,3,1018.33,4,2,1.5,2,2
31.0,75,2.3513752571634776,75.0,1,1013.19,0,0,2.0,0,2
16.0,77,2.6390573296152584,88.0,3,1004.43,2,3,4.5,0,2
42.0,43,1.6094379124341003,15.0,0,1013.46,6,3,8.0,1,0
-10.0,71,2.302585092994046,51.0,3,983.84,0,3,3.0,1,3
31.0,20,2.0794415416798357,2.0,1,1020.51,11,0,6.0,2,0
37.0,38,1.6094379124341003,1.0,1,1023.97,8,1,8.5,2,0
29.0,104,2.4423470353692043,85.0,1,1029.18,1,3,3.5,1,0
23.0,35,1.791759469228055,17.0,0,1020.09,9,0,6.0,1,0
-8.0,78,2.302585092994046,78.0,3,999.45,1,3,2.5,1,3
24.0,87,2.917770732084279,80.0,3,1006.75,2,3,4.0,0,2
23.0,81,3.2188758248682006,93.0,3,1006.73,11,2,1.0,0,2
41.0,47,2.2512917986064953,5.0,0,1026.73,10,2,9.5,0,0
21.0,92,2.917770732084279,87.0,3,1010.89,3,3,2.5,2,2
26.0,72,1.3862943611198906,36.0,1,1012.65,2,3,8.0,2,1
64.0,95,3.258096538021482,108.0,1,1002.57,5,2,5.5,2,1
29.0,75,2.1972245773362196,45.0,1,1001.95,1,2,8.5,1,1
30.0,64,1.8718021769015913,16.0,3,1011.05,1,1,5.0,1,1
25.0,57,1.0986122886681098,16.0,1,1004.99,2,2,5.5,0,1
21.0,65,2.5257286443082556,49.0,1,1010.53,1,2,5.5,1,1
22.0,63,2.3513752571634776,5.0,1,1024.08,10,0,7.0,0,0
16.0,50,2.302585092994046,16.0,3,1001.3,3,1,7.0,2,1
37.0,102,3.2188758248682006,84.0,1,1019.57,3,0,6.0,0,1
21.0,88,2.4849066497880004,81.0,1,1005.55,3,0,4.5,0,2
22.0,89,2.917770732084279,97.0,1,1004.21,0,0,4.0,0,2
29.0,32,1.3862943611198906,15.0,0,1012.12,11,0,6.0,0,0
10.0,55,2.1400661634962708,22.0,1,1007.33,3,2,5.5,2,1
27.0,62,1.5040773967762742,48.0,3,1014.76,2,1,5.5,2,1
34.0,80,2.0149030205422647,55.0,3,1003.04,0,0,2.5,0,2
25.0,61,2.6390573296152584,79.0,3,1002.02,1,3,2.5,1,2
31.0,70,1.8718021769015913,43.0,3,1015.27,4,3,6.5,0,1
22.0,72,1.8718021769015913,84.0,1,994.51,3,0,2.5,2,2
35.0,43,1.7047480922384253,18.0,0,1022.08,9,1,9.0,2,0
0.0,70,1.9459101490553132,90.0,3,990.81,1,3,1.5,2,3
37.0,20,2.302585092994046,11.0,1,1022.91,7,3,8.0,2,0
30.0,91,2.0794415416798357,104.0,1,1012.35,6,0,9.0,2,0
2.0,89,2.3513752571634776,93.0,1,991.88,1,3,3.0,1,3
20.0,97,2.5649493574615367,90.0,3,1014.93,3,3,3.5,1,2
-3.0,93,0.9162907318741551,54.0,3,984.52,0,3,2.5,1,3
18.0,81,2.772588722239781,55.0,1,991.05,2,1,4.0,1,2
3.0,91,1.5040773967762742,52.0,1,994.38,0,3,4.0,1,3
1.0,69,2.70805020110221,54.0,1,989.64,0,3,1.0,2,3
29.0,48,1.8718021769015913,13.0,0,1020.36,9,0,6.5,2,0
36.0,89,2.8622008809294686,99.0,1,1023.65,7,0,5.0,0,0
34.0,59,2.2512917986064953,9.0,0,1020.78,6,3,8.0,0,0
-4.0,97,3.044522437723423,53.0,3,982.49,0,3,2.5,2,3
-1.0,65,3.0204248861443626,71.0,1,998.83,1,3,1.0,2,3
21.0,99,2.3978952727983707,67.0,3,1007.75,1,2,4.5,0,2
-9.0,103,1.7047480922384253,100.0,3,984.08,1,3,1.5,2,3
28.0,71,3.4339872044851463,87.0,1,1018.69,12,3,5.0,1,2
21.0,91,2.4423470353692043,72.0,3,1013.6,1,2,5.0,0,2
30.0,70,0.6931471805599453,45.0,3,1017.84,4,0,8.5,0,1
42.0,53,1.791759469228055,10.0,0,1027.84,10,3,7.0,2,0
20.0,55,2.1972245773362196,33.0,3,1015.61,1,2,7.0,0,1
57.0,71,2.9444389791664403,84.0,3,1009.18,2,2,1.0,1,2
20.0,65,1.8718021769015913,17.0,0,1029.96,10,0,9.5,2,0
32.0,42,1.791759469228055,17.0,0,1026.4,6,2,7.5,0,0
17.0,91,2.302585092994046,66.0,3,1002.44,0,0,4.5,0,2
44.0,67,2.1972245773362196,16.0,0,1028.69,6,0,8.0,2,0
15.0,86,1.791759469228055,70.0,1,1007.14,3,3,5.0,1,2
20.0,97,2.8903717578961645,70.0,3,1004.59,3,3,4.5,0,2
-10.0,73,1.6094379124341003,72.0,3,998.67,0,3,2.5,1,3
-8.0,60,2.995732273553991,55.0,1,995.01,1,3,2.0,1,3
15.0,70,1.252762968495368,80.0,0,1020.81,2,1,8.0,2,0
22.0,70,1.7047480922384253,34.0,3,1003.23,1,2,9.0,1,1
-5.0,91,1.3862943611198906,64.0,3,986.86,1,3,3.5,2,3
11.0,63,2.1400661634962708,90.0,3,1004.18,0,1,2.0,0,2
20.0,50,2.3513752571634776,22.0,3,1004.24,1,2,8.5,1,1
41.0,66,2.1972245773362196,11.0,0,1020.81,11,3,9.0,2,0
32.0,69,1.8718021769015913,6.0,0,1026.28,6,3,9.5,2,0
0.0,89,2.0149030205422647,98.0,3,996.48,6,3,3.0,1,3
32.0,71,0.9162907318741551,33.0,1,1015.11,4,1,5.5,0,1
34.0,51,2.3978952727983707,23.0,3,1000.4,1,1,5.5,2,1
28.0,49,2.1972245773362196,0.0,0,1025.75,5,2,7.5,0,0
44.0,40,1.6094379124341003,7.0,0,1028.11,9,3,9.0,0,0
25.0,62,1.8718021769015913,15.0,1,1014.82,1,3,6.5,1,1
30.0,73,2.9444389791664403,78.0,3,1015.78,3,1,1.5,2,2
29.0,45,2.1972245773362196,4.0,0,1028.04,11,3,7.0,2,0
24.0,70,1.252762968495368,48.0,1,1006.77,1,3,5.5,1,1
38.0,45,2.0794415416798357,19.0,0,1020.65,11,2,8.5,2,0
10.0,54,2.302585092994046,25.0,1,1000.79,4,0,8.0,2,1
23.0,65,2.833213344056216,54.0,3,1007.22,0,2,2.0,1,2
12.0,62,2.6026896854443837,71.0,3,1000.15,2,3,4.0,0,2
21.0,74,3.449987545831587,92.0,1,1007.87,10,1,6.5,0,1
